Timestamp,Visit Date,Demographics,Tops,Collared Shirts,Sweaters,Pants,Skirts,Shorts,Dresses,Outerwear,Shoes,Accessories,Experience Rating,Did you bring donations with you today?
3/28/2025 11:55:37,3/28/2025,Undergraduate,,,,,,,,2,,1,5,Yes
3/28/2025 12:03:38,3/28/2025,Undergraduate,,2,,1,,,2,,,,5,Yes
3/28/2025 12:05:34,3/28/2025,Undergraduate,1,1,2,5,,,,,,,5,Yes
3/28/2025 12:07:26,3/28/2025,Undergraduate,5,,1,,,,,,,,4,Yes
3/28/2025 12:28:02,3/28/2025,Undergraduate,3,,,,,,1,,,,5,Yes
3/28/2025 12:28:42,3/28/2025,Undergraduate,,,1,,1,,,,,,5,Yes
3/28/2025 12:30:21,3/28/2025,Graduate,2,,,2,,,,,,,5,Yes
3/28/2025 12:40:23,3/28/2025,Undergraduate,,,,1,,,1,,,,5,Yes
3/28/2025 12:46:33,3/28/2025,Undergraduate,1,1,,1,,,,,,,5,No
3/28/2025 12:49:50,3/28/2025,Graduate,,1,,1,1,,,2,,,5,Donated at blue bin
3/28/2025 12:50:35,3/28/2025,Graduate,4,,,,,,,,,,5,No
3/28/2025 12:59:47,3/28/2025,Graduate,2,2,,,1,,,,,,5,No
3/28/2025 13:11:28,3/28/2025,Undergraduate,,,,,,,1,,,,5,Donated at blue bin
3/28/2025 13:16:45,3/28/2025,Undergraduate,,,2,,,2,,,1,,5,Yes
3/28/2025 13:31:47,3/28/2025,Undergraduate,,,,,,,,,1,,5,Yes
3/28/2025 13:37:22,3/28/2025,Undergraduate,1,,1,,,,,,,,5,Yes
3/28/2025 13:42:24,3/28/2025,Undergraduate,,,,1,,,,,,,5,Donated at blue bin
3/28/2025 13:42:58,3/28/2025,Undergraduate,,,,1,,,,,,,5,Yes
3/28/2025 13:44:42,3/28/2025,Undergraduate,1,1,,,,,,,,,5,No
3/28/2025 13:45:42,3/28/2025,Undergraduate,1,,1,,,,,,,,5,No
3/28/2025 14:05:15,3/28/2025,Undergraduate,2,,,,,,,,,,5,Yes
3/28/2025 14:09:36,3/28/2025,Undergraduate,,,,1,,,,,,,5,No
3/28/2025 14:12:06,3/28/2025,Undergraduate,1,,,,,,,,,,5,Yes
3/28/2025 14:15:08,3/28/2025,Undergraduate,,,,,,,,,1,,5,No
3/28/2025 14:17:31,3/28/2025,Graduate,,,,,,,,,,1,5,No
3/28/2025 14:19:08,3/28/2025,Undergraduate,,,1,,,,,,,,5,No
3/28/2025 14:21:45,3/28/2025,Undergraduate,1,,,1,,,,,,,5,No
3/28/2025 14:27:04,3/28/2025,Graduate,,,1,2,,,,,,,5,Yes
3/28/2025 14:58:38,3/28/2025,Graduate,1,1,,,,,,,,1,5,Yes
3/28/2025 15:04:52,3/28/2025,Graduate,4,,,,,,1,1,,,5,Yes
3/28/2025 15:33:24,3/28/2025,Undergraduate,,,,1,,,,,,,3,Yes
3/28/2025 15:36:10,3/28/2025,Undergraduate,2,1,1,1,,,,,,,5,Yes
3/28/2025 15:53:30,3/28/2025,Undergraduate,,2,,,,,1,,,,5,Donated at blue bin
3/28/2025 15:59:53,3/28/2025,Undergraduate,4,,,,,5,,,,,5,Donated at blue bin
3/28/2025 16:00:27,3/28/2025,Undergraduate,1,,1,,,,,,,,5,Donated at blue bin
3/28/2025 12:03:54,3/28/2025,Undergraduate,,2,,,,,,1,,,5,Yes
3/28/2025 14:31:48,3/28/2025,Undergraduate,,,,2,1,,,,,,5,No
4/4/2025 9:54:24,4/4/2025,Undergraduate,1,,1,,,,,,,,5,Donated at blue bin
4/4/2025 10:11:56,4/4/2025,Undergraduate,,2,,,,,,,,,5,No
4/4/2025 11:59:22,4/4/2025,Undergraduate,4,,,,1,,2,,,,5,Yes
4/4/2025 12:05:59,4/4/2025,Graduate,,,1,3,,,,,,,5,Yes
4/4/2025 12:06:54,4/4/2025,Undergraduate,,,,,,1,,,,,5,Donated at blue bin
4/4/2025 12:08:12,4/4/2025,Undergraduate,1,,,,,,,,,,5,No
4/4/2025 12:10:59,4/4/2025,Undergraduate,1,,1,,,,,,,1,5,Yes
4/4/2025 12:23:39,4/4/2025,Undergraduate,,1,,,,,,,2,,5,No
4/4/2025 12:23:57,4/4/2025,Undergraduate,,,,,,,,,,1,5,Donated at blue bin
4/4/2025 12:33:11,4/4/2025,Undergraduate,,,1,,,,,,,,4,Donated at blue bin
4/4/2025 12:33:43,4/4/2025,Undergraduate,,,,,,,,,1,,5,No
4/4/2025 12:45:14,4/4/2025,Undergraduate,1,,,1,,,,,,,5,No
4/4/2025 12:58:18,4/4/2025,Undergraduate,,,1,,1,,,3,,1,5,Yes
4/4/2025 13:00:33,4/4/2025,Undergraduate,2,,,,,2,,,,,5,Yes
4/4/2025 13:01:26,4/4/2025,Undergraduate,1,,1,,,,,1,,,5,No
4/4/2025 13:14:15,4/4/2025,Undergraduate,1,,,,,,,,1,,5,Yes
4/4/2025 13:35:57,4/4/2025,Undergraduate,,,,,,,,,2,,5,No
4/4/2025 14:02:01,4/4/2025,Undergraduate,,,,1,,,2,,,1,5,Donated at blue bin
4/4/2025 14:02:29,4/4/2025,Undergraduate,,1,,,,,,,,,5,No
4/4/2025 14:32:02,4/4/2025,Undergraduate,,,,,,,,1,,,5,No
4/4/2025 14:35:59,4/4/2025,Undergraduate,1,,,,,,,,,,5,No
4/4/2025 14:37:25,4/4/2025,Undergraduate,2,,,,,,,,,,5,No
4/4/2025 14:50:40,4/4/2025,Undergraduate,,,,,,1,,,,,5,Yes
4/4/2025 14:58:37,4/4/2025,Undergraduate,2,,,2,,,,,,,5,Donated at blue bin
4/4/2025 15:00:40,4/4/2025,Undergraduate,1,,1,,1,,,1,,,5,No
4/4/2025 15:08:07,4/4/2025,Undergraduate,1,1,,,,,2,1,,,5,Donated at blue bin
4/4/2025 15:51:37,4/4/2025,Undergraduate,2,,1,,,,2,,,,5,No
4/4/2025 15:52:00,4/4/2025,Undergraduate,,,,,,,,,1,,5,Donated at blue bin
4/4/2025 15:59:31,4/4/2025,Undergraduate,,,3,,,,,,,,5,No
4/4/2025 12:10:38,4/4/2025,Undergraduate,1,,,,1,1,,,,,5,Yes
4/4/2025 12:45:35,4/4/2025,Undergraduate,,,1,,,,,,,,5,No
4/4/2025 16:05:07,4/4/2025,Graduate,2,,,,,,,,,,5,Yes
4/11/2025 10:34:33,4/11/2025,Undergraduate,,1,1,,,,,,,1,4,Donated at blue bin
4/11/2025 10:59:51,4/11/2025,Undergraduate,,1,,,,,,,,,5,Yes
4/11/2025 11:24:00,4/11/2025,Undergraduate,,,3,1,,,2,,,,5,Yes
4/11/2025 11:38:07,4/11/2025,Undergraduate,1,,,,,,,,,,5,Donated at blue bin
4/11/2025 12:10:23,4/11/2025,Undergraduate,,1,,,,,,,,,5,Yes
4/11/2025 12:11:32,4/11/2025,Undergraduate,,,,,,,1,,,,5,Yes
4/11/2025 12:50:40,4/11/2025,Undergraduate,,,1,,,,1,,,,5,No
4/11/2025 12:51:23,4/11/2025,Graduate,,,,1,,,,1,,1,4,Yes
4/11/2025 12:53:07,4/11/2025,Graduate,2,,,,1,,,,,,5,No
4/11/2025 12:55:30,4/11/2025,Undergraduate,7,,,3,,,,,,2,5,No
4/11/2025 12:56:46,4/11/2025,Undergraduate,,,,1,,,,,,,5,No
4/11/2025 13:48:06,4/11/2025,Undergraduate,,,,1,,1,2,,,,5,Yes
4/11/2025 13:50:31,4/11/2025,Graduate,3,,,1,,,,,,,5,Yes
4/11/2025 13:56:27,4/11/2025,Undergraduate,1,,,2,2,,,,,,5,Yes
4/11/2025 14:15:46,4/11/2025,Undergraduate,,,,1,,,,,,,4,No
4/11/2025 14:37:10,4/11/2025,Staff,4,2,,4,,,,,,,5,No
4/11/2025 14:37:33,4/11/2025,Graduate,,,,2,,,1,,,,5,Yes
4/11/2025 14:51:48,4/11/2025,Undergraduate,3,,1,,,,,,,,5,No
4/11/2025 15:05:57,4/11/2025,Undergraduate,,,,1,,,,,,1,5,Yes
4/11/2025 15:30:07,4/11/2025,Undergraduate,2,,,1,,1,,,,,5,Donated at blue bin
4/11/2025 15:57:22,4/11/2025,Undergraduate,1,,,,,,,,,,5,No
4/11/2025 16:02:20,4/11/2025,Undergraduate,2,,1,1,,,,,,,5,Yes
4/11/2025 11:00:42,4/11/2025,Undergraduate,,,2,1,,,,,,,5,Yes
4/11/2025 11:08:17,4/11/2025,Undergraduate,,,,,,,1,,,,3,No
4/11/2025 12:10:22,4/11/2025,Undergraduate,1,,,,,,,,,,5,Yes
4/18/2025 10:40:58,4/18/2025,Undergraduate,,,2,,,,,,,,5,No
4/18/2025 10:52:27,4/18/2025,Graduate,2,,,,1,,,,,1,5,Yes
4/18/2025 11:20:41,4/18/2025,Undergraduate,2,,,,,,,,,,5,Yes
4/18/2025 11:22:23,4/18/2025,Undergraduate,1,1,,1,,,,,,,5,Yes
4/18/2025 12:16:53,4/18/2025,Undergraduate,1,,,,,,,,,,5,No
4/18/2025 12:22:25,4/18/2025,Undergraduate,,,,,,,,,,1,5,Yes
4/18/2025 12:33:28,4/18/2025,Undergraduate,1,,1,,,,,,,,5,No
4/18/2025 12:39:52,4/18/2025,Graduate,1,1,,3,,,,,,,4,No
4/18/2025 12:46:59,4/18/2025,Undergraduate,1,,,,,1,2,1,,,5,Donated at blue bin
4/18/2025 13:06:00,4/18/2025,Undergraduate,1,,,,,,,,,,5,No
4/18/2025 13:17:08,4/18/2025,Undergraduate,1,,,1,,,,,,1,5,No
4/18/2025 13:17:59,4/18/2025,Undergraduate,3,,,1,,,,,,,4,Donated at blue bin
4/18/2025 13:32:55,4/18/2025,Undergraduate,,,1,,,,,,,,5,No
4/18/2025 13:57:40,4/18/2025,Undergraduate,,,,,2,,3,,,,5,No
4/18/2025 13:58:49,4/18/2025,Undergraduate,1,,,,,,1,,,,5,Yes
4/18/2025 14:03:28,4/18/2025,Undergraduate,3,,,1,,2,,,,,5,Yes
4/18/2025 14:20:53,4/18/2025,Undergraduate,1,,,,,,,,,,5,Yes
4/18/2025 14:29:54,4/18/2025,Undergraduate,2,,2,4,,,,,,,5,Donated at blue bin
4/18/2025 14:33:41,4/18/2025,Undergraduate,,,,,,,,,,1,5,No
4/18/2025 14:36:50,4/18/2025,Undergraduate,2,3,,,,,1,,,,5,No
4/18/2025 14:49:31,4/18/2025,Graduate,1,1,,,1,,1,,,,5,No
4/18/2025 14:52:00,4/18/2025,Undergraduate,,2,,,,2,1,1,,2,5,Yes
4/18/2025 15:27:04,4/18/2025,Undergraduate,,,,3,,,,,,,5,No
4/18/2025 15:53:16,4/18/2025,Undergraduate,1,2,,,1,,,1,,2,4,Donated at blue bin
4/18/2025 15:54:12,4/18/2025,Undergraduate,,,,,,,,,,,4,No
4/18/2025 15:57:01,4/18/2025,Undergraduate,2,,,,,,1,,1,,5,Donated at blue bin
4/18/2025 15:59:06,4/18/2025,Undergraduate,,,,,1,,,,,,5,Donated at blue bin
4/18/2025 16:00:14,4/18/2025,Graduate,,,,1,,,,,,,5,Yes
4/18/2025 12:40:41,4/18/2025,Undergraduate,,1,,,,,1,,,,5,No
4/18/2025 14:30:10,4/18/2025,Undergraduate,1,,,,,,,,,,5,Donated at blue bin
4/25/2025 10:32:23,4/25/2025,Undergraduate,2,1,,2,,,,,,,5,Yes
4/25/2025 10:40:38,4/25/2025,Undergraduate,1,,,,,,1,,,,5,No
4/25/2025 11:09:15,4/25/2025,Undergraduate,1,,,,,,1,,,,4,No
4/25/2025 11:14:19,4/25/2025,Undergraduate,1,,,,,,,1,,,5,No
4/25/2025 11:24:17,4/25/2025,Undergraduate,,,1,,,,,,,,5,No
4/25/2025 11:25:03,4/25/2025,Undergraduate,2,,,,,1,,,,,5,Yes
4/25/2025 11:31:31,4/25/2025,Undergraduate,,,,,,,,1,,,5,No
4/25/2025 11:32:21,4/25/2025,Undergraduate,3,,,,,,,,,,5,No
4/25/2025 11:32:51,4/25/2025,Undergraduate,,,,,,,1,,,,5,No
4/25/2025 11:55:20,4/25/2025,Undergraduate,,,,1,,,,1,1,1,5,No
4/25/2025 12:39:02,4/25/2025,Undergraduate,,,,,2,,,,,1,5,Donated at blue bin
4/25/2025 12:48:12,4/25/2025,Undergraduate,1,,,,,,,,,,5,Yes
4/25/2025 12:48:49,4/25/2025,Undergraduate,,1,,,,,,,,,5,Yes
4/25/2025 12:55:30,4/25/2025,Undergraduate,,1,,,,,,,,,5,No
4/25/2025 12:58:04,4/25/2025,Undergraduate,1,,,,,,,,,,5,Yes
4/25/2025 13:01:43,4/25/2025,Undergraduate,,,,,,,,,,2,5,Yes
4/25/2025 13:05:35,4/25/2025,Undergraduate,,,,2,,,,,,1,5,Yes
4/25/2025 13:10:44,4/25/2025,Undergraduate,,7,,,,,,,,,5,No
4/25/2025 13:11:38,4/25/2025,Undergraduate,,,1,,,,,,,,5,Yes
4/25/2025 13:29:34,4/25/2025,Undergraduate,,,1,,,,,,,,5,Yes
4/25/2025 13:30:02,4/25/2025,Undergraduate,1,1,,,,,,,,,5,Yes
4/25/2025 13:44:22,4/25/2025,Undergraduate,1,1,,3,,,2,,1,1,5,Yes
4/25/2025 14:21:31,4/25/2025,Undergraduate,,1,,,,,,1,,,5,No
4/25/2025 14:24:14,4/25/2025,Undergraduate,3,,,,,1,,,,,5,Yes
4/25/2025 14:40:54,4/25/2025,Graduate,3,,1,,,,1,,,,5,Yes
4/25/2025 14:46:20,4/25/2025,Graduate,1,,,,,,3,,,,5,Yes
4/25/2025 14:59:33,4/25/2025,Undergraduate,,,1,,,,,,,,5,No
4/25/2025 15:00:29,4/25/2025,Undergraduate,,,,,,,,,,1,5,No
4/25/2025 15:01:35,4/25/2025,Undergraduate,,,,,,1,1,1,,,5,Yes
4/25/2025 15:48:49,4/25/2025,Undergraduate,,,,,1,,,,,,4,No
4/25/2025 15:49:15,4/25/2025,Undergraduate,1,,,,,,,,1,,5,No
4/25/2025 15:50:08,4/25/2025,Undergraduate,1,,,,,,1,,,,5,No
4/25/2025 15:50:48,4/25/2025,Undergraduate,1,,,,1,,,,,,5,No
4/25/2025 16:00:17,4/25/2025,Graduate,1,,,,,2,,,,,5,Yes
4/25/2025 13:43:14,4/25/2025,Undergraduate,2,,,,1,1,,,,,5,Yes
4/25/2025 16:01:39,4/25/2025,Graduate,,,,1,,,,,,,5,Yes
4/25/2025 16:08:28,4/25/2025,Undergraduate,,,,2,,,2,,,,5,Yes
4/25/2025 16:09:28,4/25/2025,Undergraduate,,,,,,,2,1,,,5,No
4/25/2025 16:10:04,4/25/2025,Undergraduate,2,,,1,,,,,1,,5,Yes
4/26/2025 15:04:21,4/26/2025,Undergraduate,1,,,,,,,,,,5,No
4/26/2025 15:08:33,4/26/2025,Undergraduate,,,,,1,,,,,,5,No
4/26/2025 15:09:38,4/26/2025,Undergraduate,2,,,,,,,,,,5,No
4/26/2025 15:40:08,4/26/2025,Undergraduate,,,1,,,,,,,,5,No
4/26/2025 15:47:03,4/26/2025,Undergraduate,,,1,,,,,,,,5,No
4/26/2025 16:24:50,4/26/2025,Undergraduate,1,,,,,,,,,,5,Yes
4/26/2025 14:12:24,4/26/2025,Undergraduate,,,,2,,,,1,,,5,No
4/26/2025 14:25:31,4/26/2025,Undergraduate,,,,,,,1,,,,5,Donated at blue bin
4/26/2025 14:28:08,4/26/2025,Undergraduate,1,,,1,,,,,,,5,No
5/2/2025 10:36:31,5/2/2025,Undergraduate,1,,,1,,,2,,1,1,5,Yes
5/2/2025 11:12:22,5/2/2025,Undergraduate,1,,1,,,,,,,,5,Yes
5/2/2025 11:24:24,5/2/2025,Undergraduate,1,,,,,,1,,,,5,No
5/2/2025 11:28:25,5/2/2025,Undergraduate,1,,,1,,,,,,,5,Yes
5/2/2025 11:28:50,5/2/2025,Undergraduate,,,,,,,1,,,,5,No
5/2/2025 11:30:43,5/2/2025,Graduate,2,,,,,,4,,1,1,5,Yes
5/2/2025 11:32:30,5/2/2025,Undergraduate,,2,,,,,,,,,5,Yes
5/2/2025 11:33:16,5/2/2025,Graduate,,,,1,,,1,,,,5,Yes
5/2/2025 11:39:45,5/2/2025,Undergraduate,,,,3,,,,,,,5,Donated at blue bin
5/2/2025 11:53:44,5/2/2025,Graduate,1,,,1,,,,,,1,5,Yes
5/2/2025 11:58:02,5/2/2025,Graduate,,,,1,,,1,,,,5,Yes
5/2/2025 12:00:30,5/2/2025,Graduate,1,,,2,,2,,,,,5,Yes
5/2/2025 12:02:44,5/2/2025,Undergraduate,1,,,,,,,,,,5,No
5/2/2025 12:05:52,5/2/2025,Undergraduate,,1,,,,,,,,,5,No
5/2/2025 12:06:27,5/2/2025,Undergraduate,,,,,1,,,,,1,5,No
5/2/2025 12:36:39,5/2/2025,Undergraduate,1,,,,,,,,,2,5,Donated at blue bin
5/2/2025 12:39:48,5/2/2025,Undergraduate,,1,1,,,,,,,,5,Donated at blue bin
5/2/2025 12:59:40,5/2/2025,Undergraduate,6,,,,,,,,,1,5,Yes
5/2/2025 13:09:29,5/2/2025,Undergraduate,1,,,,,,,3,,1,5,Donated at blue bin
5/2/2025 13:34:56,5/2/2025,Undergraduate,4,,1,2,,,,1,,,5,Donated at blue bin
5/2/2025 13:41:04,5/2/2025,Graduate,1,,1,,,,,,,,5,Yes
5/2/2025 13:56:23,5/2/2025,Undergraduate,3,1,,2,,,,2,1,1,5,Yes
5/2/2025 13:58:47,5/2/2025,Undergraduate,,1,,2,,,,,,,5,No
5/2/2025 14:05:25,5/2/2025,Undergraduate,2,,,3,,,,,,,5,No
5/2/2025 14:16:44,5/2/2025,Graduate,2,,,1,1,,3,,,,5,Yes
5/2/2025 14:26:51,5/2/2025,Undergraduate,3,1,,,,,4,,,,5,No
5/2/2025 14:47:00,5/2/2025,Undergraduate,8,,,,1,,,,,1,5,No
5/2/2025 14:50:07,5/2/2025,Undergraduate,6,,,1,,,,1,,,5,Yes
5/2/2025 14:50:38,5/2/2025,Undergraduate,2,,,,,1,,,,,5,No
5/2/2025 14:55:11,5/2/2025,Undergraduate,1,,,1,,,,,,,5,No
5/2/2025 15:01:07,5/2/2025,Undergraduate,,,,,,,1,,,,5,Yes
5/2/2025 15:05:24,5/2/2025,Undergraduate,2,2,,,2,2,1,,,,5,Donated at blue bin
5/2/2025 15:07:54,5/2/2025,Undergraduate,2,,1,1,1,1,,,,1,5,Donated at blue bin
5/2/2025 15:13:46,5/2/2025,Staff,2,,,1,1,,,,,,5,Donated at blue bin
5/2/2025 15:18:21,5/2/2025,Graduate,4,,,,,,,,,,5,No
5/2/2025 15:20:24,5/2/2025,Undergraduate,2,,,1,,,,1,,,5,No
5/2/2025 15:26:37,5/2/2025,Undergraduate,1,,,,,1,,,,,5,No
5/2/2025 15:27:29,5/2/2025,Undergraduate,1,,,1,,,,,,,5,Yes
5/2/2025 15:28:20,5/2/2025,Undergraduate,2,,,,,,,,1,,5,Donated at blue bin
5/2/2025 15:30:08,5/2/2025,Undergraduate,1,,,,,,,,,,5,No
5/2/2025 16:17:46,5/2/2025,Undergraduate,3,2,2,,,,,,,,5,Yes
5/2/2025 12:36:35,5/2/2025,Undergraduate,2,,,,,,,,,,5,No
6/17/2025 11:07:11,6/17/2025,Undergraduate,,,1,1,,1,,,,1,5,Yes
6/17/2025 11:39:56,6/17/2025,Undergraduate,3,,,,,,,,,,5,Yes
6/17/2025 13:09:05,6/17/2025,Undergraduate,,,,,,,,2,,,5,No
6/17/2025 13:09:40,6/17/2025,Undergraduate,,,,1,,,,,,,5,Yes
6/17/2025 13:12:53,6/17/2025,Undergraduate,,,,,,,,,1,,5,No
6/17/2025 13:52:43,6/17/2025,Graduate,4,,,,,,,,,,5,Yes
6/17/2025 13:59:54,6/17/2025,Undergraduate,4,,,1,,,,,2,,5,Donated at blue bin
6/17/2025 14:38:29,6/17/2025,Undergraduate,1,1,,,,,,,,,5,Yes
6/17/2025 15:26:10,6/17/2025,Undergraduate,,,1,1,,,,,,,5,No
6/17/2025 15:32:48,6/17/2025,Undergraduate,2,,,,,,1,,,,5,No
6/17/2025 15:33:52,6/17/2025,Undergraduate,,,,,,,,,1,,5,No
6/17/2025 15:53:40,6/17/2025,Graduate,2,,,,,,2,,,,5,Yes
6/24/2025 10:43:52,6/24/2025,Undergraduate,1,,,,,,,,,,5,No
6/24/2025 11:54:26,6/24/2025,Undergraduate,,,,1,,,,,,5,4,Yes
6/24/2025 13:32:26,6/24/2025,Graduate,3,1,,1,,,,,,3,5,Yes
6/24/2025 13:34:34,6/24/2025,Undergraduate,,,,,,,,,1,,5,Yes
6/24/2025 15:11:58,6/24/2025,Undergraduate,3,,,3,,,2,,,,5,Yes
6/24/2025 15:34:23,6/24/2025,Graduate,,,,,,,,,,1,5,Yes
6/29/2025 20:08:37,6/29/2025,Undergraduate,1,,,,,,,,,,4,No
7/1/2025 12:20:08,7/1/2025,Undergraduate,,,1,,1,1,,,,1,5,No
7/1/2025 12:20:31,7/1/2025,Undergraduate,,,1,,,,,,,,5,No
7/1/2025 12:20:49,7/1/2025,Undergraduate,2,,,,,,,,,,5,No
7/1/2025 12:23:55,7/1/2025,Undergraduate,1,,,,1,,,,1,,5,No
7/1/2025 12:33:30,7/1/2025,Undergraduate,,1,,2,,,,2,,,5,No
7/1/2025 12:35:01,7/1/2025,Undergraduate,2,1,,,2,,,,,,5,No
7/1/2025 12:45:34,7/1/2025,Undergraduate,1,2,1,1,,,1,1,,,5,Yes
7/1/2025 13:02:06,7/1/2025,Undergraduate,2,,1,,,,,,,,5,No
7/1/2025 13:02:48,7/1/2025,Undergraduate,2,,,,,,,,,,3,No
7/1/2025 13:05:19,7/1/2025,Undergraduate,4,,,3,,,,1,,,5,Yes
7/1/2025 13:06:09,7/1/2025,Undergraduate,2,,1,,,,1,,,,5,No
7/1/2025 13:07:25,7/1/2025,Undergraduate,1,,,,,,,1,,1,5,No
7/1/2025 13:09:32,7/1/2025,Undergraduate,2,,3,,,,,,,,5,No
7/1/2025 13:10:47,7/1/2025,Undergraduate,4,,1,,,,,,,,5,No
7/1/2025 13:10:49,7/1/2025,Undergraduate,,,,1,,,,,,,5,Yes
7/1/2025 13:24:43,7/1/2025,Undergraduate,,,,2,,,,,,2,5,No
7/1/2025 14:31:47,7/1/2025,Undergraduate,1,,,,,,,,,,5,No
7/1/2025 14:36:29,7/1/2025,Undergraduate,,,,,,,,,,1,5,No
7/1/2025 15:01:20,7/1/2025,Undergraduate,3,,,,,,,,,,5,No
7/1/2025 16:07:35,7/1/2025,Undergraduate,,,,1,,,,,,,5,No
7/1/2025 16:08:07,7/1/2025,Undergraduate,1,,,,,,,,,,5,No
7/1/2025 17:10:18,7/1/2025,Undergraduate,4,,,,,,,,1,,5,No
7/22/2025 12:22:39,7/22/2025,Undergraduate,1,1,,,1,,,,1,,5,No
7/22/2025 12:33:34,7/22/2025,Undergraduate,3,,,1,,,,,,,5,No
7/22/2025 12:36:24,7/22/2025,Undergraduate,6,,,,,,,,,,5,Yes
7/22/2025 12:36:46,7/22/2025,Undergraduate,,3,,,,,,1,,,5,Yes
7/22/2025 12:43:22,7/22/2025,Undergraduate,,,,,,,1,1,,,5,No
7/22/2025 12:49:01,7/22/2025,Undergraduate,2,,,,,,,,,,5,Yes
7/22/2025 13:26:40,7/22/2025,Undergraduate,2,,,,,,,,,,5,No
7/22/2025 14:04:53,7/22/2025,Undergraduate,,,,,,,,1,,1,5,No
7/22/2025 14:06:32,7/22/2025,Undergraduate,1,,,,,,,,,,5,No
7/22/2025 15:07:37,7/22/2025,Undergraduate,1,,1,,,,,,,1,5,No
7/22/2025 15:08:42,7/22/2025,Undergraduate,2,1,,2,,,,1,1,,5,Donated at blue bin
7/22/2025 15:11:08,7/22/2025,Undergraduate,1,,,,,,,,,,5,No
7/22/2025 15:11:12,7/22/2025,Undergraduate,,1,,,1,,,,,1,5,No
7/22/2025 15:17:03,7/22/2025,Graduate,1,,,,,,1,,,,5,Yes
7/22/2025 15:45:27,7/22/2025,Undergraduate,4,,1,,,,,,,,5,No
7/29/2025 10:37:48,7/29/2025,Undergraduate,,,,1,,,,,1,,5,Yes
7/29/2025 11:12:50,7/29/2025,Undergraduate,1,,,1,1,,,,,,5,No
7/29/2025 11:23:02,7/29/2025,Undergraduate,1,,,,,,1,,,,5,No
7/29/2025 11:32:50,7/29/2025,Undergraduate,,3,,,,,,,,,5,Yes
7/29/2025 11:41:17,7/29/2025,Undergraduate,2,1,,1,,,,,1,,5,No
7/29/2025 11:48:24,7/29/2025,Undergraduate,1,,1,,,,,,,,5,No
7/29/2025 12:01:33,7/29/2025,Non-GW-affiliated community member,1,1,,1,,,,,,1,5,No
7/29/2025 12:16:59,7/29/2025,Graduate,4,,1,3,,,,,,,5,Yes
7/29/2025 13:36:33,7/29/2025,Graduate,1,,,,,1,3,,,,5,Yes
7/29/2025 14:31:01,7/29/2025,Staff,,,,1,,,,,,,5,Donated at blue bin
7/29/2025 14:32:39,7/29/2025,Staff,,,,,1,,,,,,5,Donated at blue bin
7/29/2025 14:34:31,7/29/2025,Undergraduate,1,3,,,,,,,,,5,Yes
7/29/2025 15:38:31,7/29/2025,Staff,2,,,,,,1,,,,5,No
7/29/2025 15:40:34,7/29/2025,Staff,1,,,,,2,1,,,,5,Donated at blue bin
7/29/2025 15:41:48,7/29/2025,Staff,1,,,1,,,1,,,,5,No
8/5/2025 10:25:51,8/5/2025,Graduate,,,,,2,,,,,,5,No
8/5/2025 10:27:45,8/5/2025,Undergraduate,3,,,,,,,,,1,5,Yes
8/5/2025 12:15:26,8/5/2025,Undergraduate,,,1,1,,,,,,,5,No
8/5/2025 14:36:33,8/5/2025,Graduate,2,,1,1,,,,,,,5,Yes
8/5/2025 15:02:45,8/5/2025,Graduate,4,,,,,,3,,,,4,Yes
8/6/2025 13:52:20,8/6/2025,Staff,,,,1,,,,,,,5,Donated at blue bin
8/12/2025 10:10:46,8/12/2025,Undergraduate,,,,,,,1,,,,5,No
8/12/2025 10:54:37,8/12/2025,Graduate,,,,,,,1,,,,5,No
8/12/2025 11:43:16,8/12/2025,Undergraduate,4,4,4,3,3,2,,,,2,5,Yes
